x÷·,y÷·,z÷·
64.687,335.117,278.508
64.69,335.32,278.426
64.598,335.084,278.653
64.701,335.009,278.547
64.652,335.169,278.632
64.694,335.261,278.595
64.625,335.346,278.627
64.579,335.19,278.674
64.557,335.198,278.563
64.446,335.349,278.496
64.565,335.563,278.653
64.446,335.286,278.552
64.569,335.327,278.612
64.74,335.333,278.468
64.513,335.29,278.473
64.379,335.203,278.397
64.405,335.497,278.327
64.435,335.34,278.417
64.539,335.308,278.544
64.598,335.284,278.538
64.687,335.465,278.66
64.631,335.535,278.516
64.734,335.162,278.592
64.704,335.012,278.612
64.805,334.958,278.597
64.795,335.13,278.755
64.82,335.408,278.55
64.748,335.286,278.504
64.859,335.106,278.476
64.736,335.196,278.521
64.795,335.581,278.585
64.839,335.613,278.568
64.66,335.435,278.649
64.459,335.463,278.564
64.805,335.379,278.579
64.625,335.339,278.55
64.693,335.392,278.497
64.741,335.214,278.516
64.571,335.389,278.421
64.669,335.503,278.428
64.633,335.323,278.417
64.726,335.268,278.439
64.589,335.419,278.467
64.729,335.341,278.546
64.559,335.363,278.499
64.742,335.138,278.553
64.689,335.105,278.648
64.644,335.069,278.513
64.746,335.133,278.57
64.659,335.136,278.621
64.653,335.291,278.506
64.651,335.248,278.639
64.623,335.391,278.484
64.563,335.182,278.522
64.659,335.249,278.744
64.577,335.271,278.669
64.699,335.365,278.502
64.75,335.109,278.598
64.69,335.078,278.681
64.85,334.902,278.645
65.194,334.931,278.596
65.08,334.818,278.491
65.117,334.964,278.52
65.311,334.894,278.513
65.425,334.575,278.704
65.468,334.403,278.826
65.538,334.374,278.998
65.53,334.395,278.98
65.32,334.394,279.078
69.534,334.385,279.006
64.577,335.271,278.669
64.699,335.365,278.502
64.75,335.109,278.598
64.69,335.078,278.681
64.85,334.902,278.645
65.194,334.931,278.596
65.08,334.818,278.491
65.117,334.964,278.52
65.311,334.894,278.513
65.425,334.575,278.704
65.468,334.403,278.826
65.538,334.374,278.998
65.53,334.395,278.98
65.32,334.394,279.078
69.534,334.385,279.006
75.496,340.743,272.531
78.201,347.292,265.62
79.774,350.026,263.903
80.212,351.842,263.265
80.233,352.184,262.867
80.342,352.348,262.777
80.283,352.213,262.785
80.348,352.16,262.782
80.362,352.408,262.806
80.331,352.141,262.83
80.243,352.17,262.944
80.223,352.363,262.873
80.478,352.411,262.882
80.325,352.242,262.882
80.477,352.252,262.899
80.306,352.336,262.78
80.253,352.146,262.606
80.392,352.494,262.744
80.517,352.615,262.71
80.432,352.458,262.584
80.37,352.297,262.746
80.482,352.289,262.69
80.206,352.317,262.62
80.345,352.453,262.785
80.525,352.273,262.746
80.455,352.463,262.742
80.397,352.367,262.749
80.289,352.338,262.751
80.486,352.246,262.771
80.385,352.113,262.683
80.43,352.291,262.7
80.5,352.351,262.692
80.513,352.438,262.586
80.462,352.353,262.582
80.274,352.225,262.674
80.33,352.352,262.698
80.278,352.375,262.708
80.26,352.538,262.67
80.085,352.401,262.712
80.126,352.613,262.944
80.26,352.527,262.881
80.306,352.46,263.033
80.374,352.358,262.973
80.301,352.116,262.899
80.296,352.209,262.789
80.261,352.41,262.837
80.28,352.203,262.707
80.371,352.206,262.87
80.436,352.094,262.865
80.376,352.198,262.74
80.236,352.564,262.842
80.359,352.192,262.938
80.372,352.048,262.928
80.345,352.27,262.849
80.381,352.347,262.83
80.323,352.49,262.783
80.324,352.458,262.946
80.314,352.437,262.924
80.26,352.336,263.067
80.464,352.336,262.979
80.23,352.432,262.993
80.177,352.312,262.758
80.166,352.48,262.912
80.16,352.613,262.95
80.367,352.07,262.869
80.34,352.152,262.983
80.25,352.113,262.832
80.285,352.04,262.876
80.443,352.141,262.817
80.315,352.113,262.7
80.384,352.011,262.862
80.506,351.983,262.86
80.458,351.854,262.825
80.414,351.96,262.892
80.313,352.124,262.806
80.406,352.386,262.862
80.402,352.423,262.645
80.335,352.223,262.737
80.249,352.249,262.711
80.191,352.257,262.65
80.123,352.174,262.672
80.259,352.336,262.654
80.184,352.107,262.723
80.395,351.997,262.583
80.345,352.264,262.657
80.335,352.223,262.737
80.249,352.249,262.711
80.191,352.257,262.65
80.123,352.174,262.672
80.259,352.336,262.654
80.184,352.107,262.723
80.395,351.997,262.583
80.345,352.264,262.657
80.33,352.248,262.716
80.393,352.295,262.731
80.46,352.366,262.785
80.369,352.226,262.732
80.417,352.273,262.715
80.407,352.415,262.831
80.483,352.226,262.808
80.44,352.205,262.677
80.269,352.111,262.678
80.39,352.047,262.639
80.388,352.11,262.873
80.422,351.981,262.766
80.366,351.974,262.853
80.449,351.953,262.988
80.364,351.984,262.925
80.379,352.1,262.83
80.252,352.24,262.963
80.393,352.135,262.959
80.301,352.073,262.919
80.529,352.131,262.874
80.403,351.991,262.851
80.246,351.866,262.746
80.375,352.24,262.766
80.476,352.237,262.793
80.512,352.319,262.941
80.435,352.215,262.93
80.259,352.187,262.878
80.391,352.382,263.001
80.26,352.173,262.979
80.246,352.016,262.98
80.319,352.197,262.808
80.368,352.446,262.861
80.36,352.267,262.902
80.256,352.328,262.998
80.118,352.34,262.835
80.115,352.109,262.845
80.217,352.195,262.94
80.059,352.318,262.935
80.102,352.443,263.014
80.273,352.292,263.088
80.304,352.167,263.106
80.167,352.342,262.957
80.246,352.165,262.854
80.268,352.155,262.732
80.225,352.308,262.876
80.138,352.194,262.803
80.26,352.449,262.815
80.205,352.415,262.84
80.482,352.226,262.846
80.441,352.401,262.856
80.389,352.196,262.802
80.285,352.508,262.868
80.174,352.305,262.869
80.149,352.474,262.919
80.227,352.518,262.868
80.319,352.389,262.791
80.287,352.248,262.867
80.217,352.392,262.719
80.397,352.205,262.794
80.262,352.246,262.863
80.267,352.114,262.802
80.19,352.374,262.908
80.313,352.261,262.908
80.306,352.316,263.013
80.308,352.189,262.842
80.365,352.142,262.838
80.406,352.15,262.734
80.349,352.168,262.855
80.31,352.062,262.724
80.232,352.292,262.879
80.293,352.381,262.768
80.334,352.342,262.943
80.264,352.136,262.786
80.314,352.207,262.762
80.428,352.335,262.82
80.359,352.217,262.706
80.295,352.086,262.697
80.367,352.018,262.677
80.499,352.15,262.769
80.403,351.944,262.801
80.384,352.019,262.89
80.379,352.239,262.763
80.338,352.048,262.751
80.353,352.291,262.802
80.252,352.39,262.802
80.386,352.071,262.919
80.333,352.006,262.917
80.454,352.335,262.851
80.387,352.289,262.782
80.325,352.336,262.808
80.285,352.201,262.826
80.507,352.024,262.815
80.499,352.15,262.769
80.403,351.944,262.801
80.384,352.019,262.89
80.379,352.239,262.763
80.338,352.048,262.751
80.353,352.291,262.802
80.252,352.39,262.802
80.386,352.071,262.919
80.333,352.006,262.917
80.454,352.335,262.851
80.387,352.289,262.782
80.325,352.336,262.808
80.285,352.201,262.826
80.507,352.024,262.815
80.373,352.067,262.714
80.272,352.212,262.825
80.398,352.069,262.874
80.349,352.156,262.844
80.499,352.424,262.749
80.359,352.478,262.88
80.591,352.274,262.855
80.54,352.419,262.923
80.505,352.596,262.957
80.419,352.305,262.904
80.316,352.13,262.871
80.401,352.065,262.728
80.406,352.161,262.739
80.406,352.135,262.85
80.442,352.159,262.653
80.495,352.273,262.792
80.442,352.232,262.802
80.399,352.09,262.784
80.301,352.256,262.794
80.179,351.853,262.666
80.083,352.002,262.752
80.232,352.212,262.713
80.245,352.027,262.735
80.371,352.107,262.873
80.251,352.211,262.756
80.407,351.973,262.869
80.548,352.144,262.88
80.713,352.121,262.753
80.599,352.139,262.776
80.598,351.912,262.71
80.653,351.917,262.923
80.588,352.345,262.791
80.438,352.081,262.782
80.365,351.932,262.843
80.388,352.214,262.774
80.297,352.368,262.704
80.363,352.32,262.868
80.285,352.244,262.89
80.425,352.116,262.864
80.287,352.282,262.707
80.317,352.285,262.817
80.358,352.201,262.827
80.328,352.142,262.683
80.439,352.196,262.722
80.372,352.059,262.694
80.396,351.941,262.643
80.406,351.985,262.57
80.248,352.06,262.73
80.413,352.002,262.689
80.386,352.153,262.671
80.42,352.336,262.674
80.364,352.104,262.7
80.376,352.197,262.686
80.388,352.167,262.728
80.385,352.288,262.604
80.429,352.254,262.706
80.575,352.344,262.681
80.241,352.419,262.751
80.26,352.037,262.581
80.337,352.228,262.651
80.209,352.21,262.616
80.152,352.081,262.643
80.078,352.018,262.831
80.164,351.971,262.973
80.425,352.176,262.854
80.223,352.187,262.792
80.208,352.102,262.836
80.159,352.173,262.775
80.246,352.447,262.588
80.281,352.357,262.588
80.227,352.131,262.591
80.214,352.059,262.687
80.192,352.154,262.589
80.304,351.969,262.589
80.21,352.194,262.605
80.281,352.012,262.737
80.155,351.962,262.573
80.191,352.081,262.722
80.366,352.198,262.644
80.345,352.392,262.725
80.121,352.502,262.618
80.127,352.381,262.834
80.177,352.404,262.619
80.114,352.282,262.787
80.144,352.355,262.727
80.397,352.277,262.869
