x÷·,y÷·,z÷·
-0.190174
-0.190271
-0.19042
-0.190084
-0.190431
-0.190257
-0.190151
-0.19076
-0.190436
-0.190598
-0.190403
-0.190683
-0.190569
-0.190675
-0.190301
-0.19058
-0.19025
-0.19058
-0.190194
-0.190438
-0.190283
-0.190191
-0.190247
-0.190301
-0.190392
-0.190138
-0.190371
-0.19034
-0.190418
-0.19017
-0.190656
-0.190217
-0.190392
-0.190586
-0.190407
-0.190588
-0.190533
-0.190587
-0.190428
-0.190644
-0.190482
-0.190581
-0.19025
-0.19046
-0.190266
-0.190388
-0.190271
-0.190095
-0.190063
-0.190455
-0.190424
-0.190144
-0.190028
-0.190278
-0.190555
-0.190269
-0.190132
-0.190445
-0.190498
-0.1907
-0.189967
-0.19022
-0.190611
-0.190783
-0.190181
-0.189814
-0.190185
-0.190463
-0.190363
-0.189956
-0.190149
-0.190351
-0.190559
-0.189886
-0.190092
-0.190265
-0.190333
-0.190039
-0.189829
-0.190159
-0.190354
-0.190375
-0.190141
-0.190416
-0.190525
-0.190644
-0.190224
-0.190225
-0.190471
-0.190629
-0.190464
-0.190152
-0.190068
-0.190371
-0.190398
-0.190432
-0.190246
-0.190417
-0.190283
-0.190157
-0.190265
-0.190333
-0.190039
-0.189829
-0.190159
-0.190354
-0.190375
-0.190141
-0.190416
-0.190525
-0.190644
-0.190224
-0.190225
-0.190471
-0.190629
-0.190464
-0.190152
-0.190068
-0.190371
-0.190398
-0.190432
-0.190246
-0.190417
-0.190283
-0.190157
-0.190122
-0.190337
-0.190252
-0.190323
-0.190122
-0.190481
-0.19021
-0.190203
-0.190469
-0.190593
-0.190384
-0.190464
-0.190532
-0.190505
-0.190615
-0.190505
-0.190566
-0.19034
-0.190434
-0.190326
-0.190454
-0.190491
-0.190376
-0.190318
-0.190491
-0.190274
-0.190229
-0.190275
-0.190278
-0.1904
-0.19019
-0.190578
-0.190464
-0.190374
-0.190433
-0.190535
-0.190383
-0.190787
-0.190509
-0.190474
-0.190276
-0.190493
-0.190357
-0.190187
-0.190415
-0.190286
-0.190449
-0.190578
-0.190076
-0.190268
-0.190427
-0.190323
-0.189958
-0.19019
-0.190392
-0.190398
-0.190011
-0.190368
-0.190413
-0.19059
-0.190461
-0.190046
-0.190434
-0.190685
-0.190549
-0.189773
-0.190244
-0.190288
-0.19034
-0.189816
-0.189813
-0.190212
-0.190422
-0.190575
-0.189735
-0.190427
-0.190323
-0.189958
-0.19019
-0.190392
-0.190398
-0.190011
-0.190368
-0.190413
-0.19059
-0.190461
-0.190046
-0.190434
-0.190685
-0.190549
-0.189773
-0.190244
-0.190288
-0.19034
-0.189816
-0.189813
-0.190212
-0.190422
-0.190575
-0.189735
-0.190009
-0.190363
-0.190289
-0.189799
-0.190086
-0.190381
-0.190562
-0.190123
-0.190075
-0.190394
-0.190337
-0.19042
-0.189924
-0.190137
-0.190373
-0.190263
-0.18991
-0.189863
-0.19026
-0.190181
-0.190194
-0.189747
-0.190082
-0.19025
-0.190503
-0.189868
-0.190143
-0.190265
-0.190331
-0.189989
-0.189866
-0.190407
-0.190343
-0.19039
-0.190125
-0.190283
-0.190037
-0.190332
-0.190126
-0.189974
-0.189831
-0.190054
-0.190001
-0.190076
-0.190111
-0.190012
-0.190069
-0.189972
-0.190121
-0.189956
-0.190404
-0.189967
-0.190021
-0.189958
-0.190192
-0.189963
-0.190109
-0.190351
-0.190416
-0.190263
-0.190189
-0.190395
-0.19009
-0.190271
-0.190166
-0.190198
-0.190124
-0.190002
-0.189918
-0.190055
-0.190128
-0.190152
-0.190176
-0.189921
-0.189931
-0.190404
-0.189967
-0.190021
-0.189958
-0.190192
-0.189963
-0.190109
-0.190351
-0.190416
-0.190263
-0.190189
-0.190395
-0.19009
-0.190271
-0.190166
-0.190198
-0.190124
-0.190002
-0.189918
-0.190055
-0.190128
-0.190152
-0.190176
-0.189921
-0.189931
-0.189985
-0.190445
-0.189966
-0.189661
-0.189994
-0.190591
-0.190205
-0.189785
-0.190013
-0.190292
-0.190219
-0.189658
-0.190025
-0.190026
-0.190353
-0.189723
-0.189529
-0.189961
-0.190077
-0.190001
-0.189399
-0.190001
-0.19002
-0.190187
-0.18953
-0.189659
-0.190017
-0.190465
-0.189757
-0.189439
-0.189854
-0.190348
-0.190383
-0.189819
-0.189978
-0.19018
-0.19031
-0.189928
-0.189888
-0.189962
-0.190386
-0.190171
-0.190004
-0.189936
-0.189995
-0.190104
-0.189792
-0.190006
-0.190072
-0.189987
-0.189969
-0.189628
-0.189969
-0.190052
-0.19021
-0.189786
-0.189999
-0.189777
-0.190242
-0.190152
-0.19002
-0.190083
-0.18986
-0.190238
-0.189918
-0.189956
-0.189938
-0.190301
-0.189774
-0.190072
-0.189993
-0.190154
-0.190144
-0.190044
-0.190041
-0.189838
-0.190071
-0.189918
-0.189962
-0.190105
-0.190126
-0.190059
-0.190032
-0.189914
-0.190298
-0.189713
-0.190075
-0.189809
-0.190092
-0.189818
-0.190064
-0.190262
-0.190256
-0.190254
-0.189904
-0.189993
-0.190039
-0.190275
-0.190058
-0.189762
-0.189857
-0.190008
-0.189901
-0.1894
-0.189869
-0.190168
-0.190156
-0.189649
-0.189869
-0.190087
-0.190302
-0.190101
-0.189712
-0.190042
-0.190009
-0.190285
-0.189504
-0.189721
-0.190074
-0.190246
-0.189281
-0.189401
-0.189687
-0.189907
-0.189586
-0.189627
-0.189795
-0.189986
-0.189993
-0.189519
-0.189748
-0.190223
-0.190295
-0.189813
-0.189683
-0.189918
-0.190202
-0.190097
-0.18983
-0.189977
-0.189934
-0.189938
-0.189606
-0.189699
-0.19021
-0.189876
-0.189888
-0.189602
-0.189827
